"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HDECLQuestionnaire","Questionnaire.identifier","Questionnaire.identifier","","","",0,*,"","","Y","Identifier {[]} {[]}
","Business identifier for questionnaire","A formal identifier that is used to identify this questionnaire when it is represented in other formats, or referenced in a specification, model, design or an instance.","Typically, this is used for identifiers that can go in an HL7 V3 II (instance identifier) data type, and can then identify this questionnaire outside of FHIR, where it is not possible to use the logical URI.","Allows externally provided and/or usable business identifiers to be easily associated with the questionnaire.","","","","","","","",,,,,"",,,,"Questionnaire.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.version","Questionnaire.version","","","",0,1,"","","Y","string {[]} {[]}
","Business version of the questionnaire","The identifier that is used to identify this version of the questionnaire when it is referenced in a specification, model, design or instance. This is an arbitrary value managed by the questionnaire author and is not expected to be globally unique. For example, it might be a timestamp (e.g. yyyymmdd) if a managed version is not available. There is also no expectation that versions can be placed in a lexicographical sequence.","There may be different questionnaires that have the same url but different versions.  The version can be appended to the url in a reference to allow a reference to a particular business version of the questionnaire with the format. The version SHOULD NOT contain a '#' - see [Business Version](http://hl7.org/fhir/R5/resource.html#bv-format).","","","","","","","","",,,,,"",,,,"Questionnaire.version",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.versionAlgorithm[x]","Questionnaire.versionAlgorithm[x]","","","",0,0,"","","Y","string {[]} {[]}
Coding {[]} {[]}","How to compare versions","Indicates the mechanism used to compare versions to determine which is more current.","If set as a string, this is a FHIRPath expression that has two additional context variables passed in - %version1 and %version2 and will return a negative number if version1 is newer, a positive number if version2 and a 0 if the version ordering can't be successfully be determined.","","","","","","","","",,"extensible","","http://hl7.org/fhir/ValueSet/version-algorithm","",,,,"Questionnaire.versionAlgorithm[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.name","Questionnaire.name","","","",0,1,"","","Y","string {[]} {[]}
","Name for this questionnaire (computer friendly)","A natural language name identifying the questionnaire. This name should be usable as an identifier for the module by machine processing applications such as code generation.","The name is not expected to be globally unique. The name should be a simple alphanumeric type no-whitespace name to ensure that it is machine-processing friendly.","Supports code generation.","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Tervisedeklaratsiooni küsimustik""/>","","","",,,,,"",,,,"Questionnaire.name",0,1,"cnl-0
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.title","Questionnaire.title","","","",0,1,"","","Y","string {[]} {[]}
","Name for this questionnaire (human friendly)","A short, descriptive, user-friendly title for the questionnaire.","This name does not need to be machine-processing friendly and may contain punctuation, white-space, etc.","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Tervisedeklaratsiooni küsimustik""/>","","","",,,,,"",,,,"Questionnaire.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.derivedFrom","Questionnaire.derivedFrom","","","",0,0,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Questionnaire]]}
","Based on Questionnaire","The URL of a Questionnaire that this Questionnaire is based on.","This element covers a broad range of relationships, from 'somewhat inspired by' to 'fully compliant with'.         There is a standard extensionthat allows clearer differentiation between the specifics of the derivation relationship where          this is needed - e.g. to determine substitutability and validation expectations -          [http://hl7.org/fhir/StructureDefinition/questionnaire-derivationType](http://hl7.org/fhir/extensions/StructureDefinition-questionnaire-derivationType.html).","Allows a Questionnaire to be created based on another Questionnaire.","","","","","","","",,,,,"",,,,"Questionnaire.derivedFrom",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.status","Questionnaire.status","","","",1,1,"","Y","Y","code {[]} {[]}
","draft | active | retired | unknown","The current state of this questionnaire.","A nominal state-transition diagram can be found in the] documentation

Unknown does not represent 'other' - one of the defined statuses must apply.  Unknown is used when the authoring system is not sure what the current status is.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Enables tracking the lifecycle of the content and filtering of questionnaires that are appropriate for use versus not.","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"Questionnaire.status",1,1,"que-1a
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.experimental","Questionnaire.experimental","","","",0,0,"","","Y","boolean {[]} {[]}
","For testing purposes, not real usage","A Boolean value to indicate that this questionnaire is authored for testing purposes (or education/evaluation/marketing) and is not intended for genuine usage.","Allows filtering of questionnaires that are appropriate for use versus not.","Enables experimental content to be developed following the same lifecycle that would be used for a production-level questionnaire.","","If absent, this resource is treated as though it is not experimental.","","","","","",,,,,"",,,,"Questionnaire.experimental",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.subjectType","Questionnaire.subjectType","","","",0,0,"","","Y","code {[]} {[]}
","Resource that can be subject of QuestionnaireResponse","The types of subjects that can be the subject of responses created for the questionnaire.","If none are specified, then the subject is unlimited.","Allows enforcing that a QuestionnaireResponse only has a .subject element of the appropriate type.","","","","","","","",,"required","One of the resource types defined as part of this version of FHIR.","http://hl7.org/fhir/ValueSet/resource-types|5.0.0","",,,,"Questionnaire.subjectType",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.date","Questionnaire.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","Date last changed","The date  (and optionally time) when the questionnaire was last significantly changed. The date must change when the business version changes and it must change if the status code changes. In addition, it should change when the substantive content of the questionnaire changes.","The date is often not tracked until the resource is published, but may be present on draft content. Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the questionnaire. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Questionnaire.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.publisher","Questionnaire.publisher","","","",0,0,"","","Y","string {[]} {[]}
","Name of the publisher/steward (organization or individual)","The name of the organization or individual responsible for the release and ongoing maintenance of the questionnaire.","Usually an organization but may be an individual. The publisher (or steward) of the questionnaire is the organization or individual primarily responsible for the maintenance and upkeep of the questionnaire. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the questionnaire. This item SHOULD be populated unless the information is available from context.","Helps establish the ""authority/credibility"" of the questionnaire.  May also allow for contact.","","","","","","","",,,,,"",,,,"Questionnaire.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.contact","Questionnaire.contact","","","",0,0,"","","Y","ContactDetail {[]} {[]}
","Contact details for the publisher","Contact details to assist a user in finding and communicating with the publisher.","May be a web site, an email address, a telephone number, etc.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Questionnaire.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.description","Questionnaire.description","","","",0,1,"","","Y","markdown {[]} {[]}
","Natural language description of the questionnaire","A free text natural language description of the questionnaire from a consumer's perspective.","This description can be used to capture details such as comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the questionnaire as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context. (E.g. the language of the questionnaire is presumed to be the predominant language in the place the questionnaire was created).","","","","","<valueMarkdown xmlns=""http://hl7.org/fhir"" value=""Tervisedeklaratsiooni küsimustik""/>","","","",,,,,"",,,,"Questionnaire.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.useContext","Questionnaire.useContext","","","",0,0,"","","Y","UsageContext {[]} {[]}
","The context that the content is intended to support","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate questionnaires.","When multiple useContexts are specified, there is no expectation that all or even any of the contexts apply.","Assist in searching for appropriate content.","","","","","","","",,,,,"",,,,"Questionnaire.useContext",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.jurisdiction","Questionnaire.jurisdiction","","","",0,0,"","","Y","CodeableConcept {[]} {[]}
","Intended jurisdiction for questionnaire (if applicable)","A legal or geographic region in which the questionnaire is intended to be used.","It may be possible for the questionnaire to be used in jurisdictions other than those for which it was originally designed or intended.

DEPRECATION NOTE: For consistency, implementations are encouraged to migrate to using the new 'jurisdiction' code in the useContext element.  (I.e. useContext.code indicating http://terminology.hl7.org/CodeSystem/usage-context-type#jurisdiction and useContext.valueCodeableConcept indicating the jurisdiction.)","","","","","","","","",,"extensible","Countries and regions within which this artifact is targeted for use.","http://hl7.org/fhir/ValueSet/jurisdiction","",,,,"Questionnaire.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.purpose","Questionnaire.purpose","","","",0,0,"","","","markdown {[]} {[]}
","Why this questionnaire is defined","Explanation of why this questionnaire is needed and why it has been designed as it has.","This element does not describe the usage of the questionnaire. Instead, it provides traceability of ''why'' the resource is either needed or ''why'' it is defined as it is.  This may be used to point to source materials or specifications that drove the structure of this questionnaire.","","","","","","","","",,,,,"",,,,"Questionnaire.purpose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.copyright","Questionnaire.copyright","","License
Restrictions","",0,0,"","","","markdown {[]} {[]}
","Use and/or publishing restrictions","A copyright statement relating to the questionnaire and/or its contents. Copyright statements are generally legal restrictions on the use and publishing of the questionnaire.","","Consumers of the questionnaire must be able to determine any legal restrictions on the use of the artifact and/or its content.","","","","","","","",,,,,"",,,,"Questionnaire.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.copyrightLabel","Questionnaire.copyrightLabel","","","",0,0,"","","","string {[]} {[]}
","Copyright holder and year(s)","A short string (<50 characters), suitable for inclusion in a page footer that identifies the copyright holder, effective period, and optionally whether rights are resctricted. (e.g. 'All rights reserved', 'Some rights reserved').","The (c) symbol should NOT be included in this string. It will be added by software when rendering the notation. Full details about licensing, restrictions, warrantees, etc. goes in the more general 'copyright' element.","Defines the content expected to be rendered in all representations of the artifact.","","","","","","","",,,,,"",,,,"Questionnaire.copyrightLabel",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.approvalDate","Questionnaire.approvalDate","","","",1,1,"","","","date {[]} {[]}
","When the questionnaire was approved by publisher","The date on which the resource content was approved by the publisher. Approval happens once when the content is officially approved for usage.","The 'date' element may be more recent than the approval date because of minor changes or editorial corrections.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","","","","","","","","",,,,,"",,,,"Questionnaire.approvalDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.lastReviewDate","Questionnaire.lastReviewDate","","","",1,1,"","","","date {[]} {[]}
","When the questionnaire was last reviewed by the publisher","The date on which the resource content was last reviewed. Review happens periodically after approval but does not change the original approval date.","If specified, this date follows the original approval date.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Gives a sense of how ""current"" the content is.  Resources that have not been reviewed in a long time may have a risk of being less appropriate/relevant.","","","","","","","",,,,,"",,,,"Questionnaire.lastReviewDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.effectivePeriod","Questionnaire.effectivePeriod","","","",0,0,"","","Y","Period {[]} {[]}
","When the questionnaire is expected to be used","The period during which the questionnaire content was or is planned to be in active use.","The effective period for a questionnaire  determines when the content is applicable for usage and is independent of publication and review dates. For example, a questionnaire intended to be used for the year 2016 might be published in 2015.

See guidance around (not) making local changes to elements [here](http://hl7.org/fhir/R5/canonicalresource.html#localization).","Allows establishing a transition before a resource comes into effect and also allows for a sunsetting  process when new versions of the questionnaire are or are expected to be used instead.","","","","","","","",,,,,"",,,,"Questionnaire.effectivePeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.code","Questionnaire.code","","","",1,1,"","","Y","Coding {[]} {[]}
","Concept that represents the overall questionnaire","An identifier for this collection of questions in a particular terminology such as LOINC.","","Allows linking of the complete Questionnaire resources to formal terminologies.  It's common for ""panels"" of questions to be identified by a code.","","","","","","","",,"example","Codes for questionnaires, groups and individual questions.","http://hl7.org/fhir/ValueSet/questionnaire-questions","",,,,"Questionnaire.code",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"HDECLQuestionnaire","Questionnaire.item","Questionnaire.item","","","",0,*,"","","","BackboneElement {[]} {[]}
","Questions and sections within the Questionnaire","A particular question, question grouping or display text that is part of the questionnaire.","The content of the questionnaire is constructed from an ordered, hierarchical collection of items.","","","","","","","","",,,,,"",,,,"Questionnaire.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
que-1a:Group items must have nested items when Questionanire is complete {(type='group' and %resource.status='complete') implies item.empty().not()}que-1b:Groups should have items {type='group' implies item.empty().not()}que-1c:Display items cannot have child items {type='display' implies item.empty()}que-3:Display items cannot have a ""code"" asserted {type!='display' or code.empty()}que-4:A question cannot have both answerOption and answerValueSet {answerOption.empty() or answerValueSet.empty()}que-5:Only coding, decimal, integer, date, dateTime, time, string or quantity  items can have answerOption or answerValueSet {(type='coding' or type = 'decimal' or type = 'integer' or type = 'date' or type = 'dateTime' or type = 'time' or type = 'string' or type = 'quantity') or (answerValueSet.empty() and answerOption.empty())}que-6:Required and repeat aren't permitted for display items {type!='display' or (required.empty() and repeats.empty())}que-8:Initial values can't be specified for groups or display items {(type!='group' and type!='display') or initial.empty()}que-9:Read-only can't be specified for ""display"" items {type!='display' or readOnly.empty()}que-10:Maximum length can only be declared for simple question types {(type in ('boolean' | 'decimal' | 'integer' | 'string' | 'text' | 'url')) or answerConstraint='optionOrString' or maxLength.empty()}que-11:If one or more answerOption is present, initial cannot be present.  Use answerOption.initialSelected instead {answerOption.empty() or initial.empty()}que-12:If there are more than one enableWhen, enableBehavior must be specified {enableWhen.count() > 1 implies enableBehavior.exists()}que-13:Can only have multiple initial values for repeating items {repeats=true or initial.count() <= 1}que-14:Can only have answerConstraint if answerOption or answerValueSet are present.  (This is a warning because extensions may serve the same purpose) {answerConstraint.exists() implies answerOption.exists() or answerValueSet.exists()}"
"HDECLQuestionnaire","Questionnaire.item.id","Questionnaire.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"HDECLQuestionnaire","Questionnaire.item.extension","Questionnaire.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HDECLQuestionnaire","Questionnaire.item.modifierExtension","Questionnaire.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"HDECLQuestionnaire","Questionnaire.item.linkId","Questionnaire.item.linkId","","","",1,1,"","","","string {[]} {[]}
","Unique id for item in questionnaire","An identifier that is unique within the Questionnaire allowing linkage to the equivalent item in a QuestionnaireResponse resource.","This ''can'' be a meaningful identifier (e.g. a LOINC code) but is not intended to have any meaning.  GUIDs or sequential numbers are appropriate here.

LinkIds can have whitespaces and slashes by design. Tooling should not rely on linkIds being valid XHTML element IDs, and should not directly embed them as such","[QuestionnaireResponse](http://hl7.org/fhir/R5/questionnaireresponse.html#) does not require omitted items to be included and may have some items that repeat, so linkage based on position alone is not sufficient.","","","","","","","",,,,,"",,,,"Questionnaire.item.linkId",1,1,"que-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
que-15:Link ids should be 255 characters or less {$this.length() <= 255}"
